,sexe,prenom
1279,1.0,anderson
1280,1.0,andgel
1281,2.0,andgel
1282,1.0,andgelo
1283,1.0,andgy
1284,2.0,andgy
1285,1.0,andhy
1286,1.0,andi
1287,1.0,andji
1288,1.0,andjy
1289,1.0,ando
1290,2.0,ando
1291,1.0,andoche
1292,2.0,andoche
1293,1.0,andoni
1294,1.0,andony
1295,1.0,andranik
1296,1.0,andre
1297,1.0,andré
1298,2.0,andré
1299,1.0,andré-claude
1300,1.0,andré-françois
1301,1.0,andré-jean
1302,1.0,andré-louis
1303,1.0,andré-luc
1304,1.0,andré-marc
1305,1.0,andré-marie
1306,1.0,andré-michel
1307,1.0,andré-paul
1308,1.0,andré-philippe
1309,1.0,andré-pierre
1310,1.0,andré-yves
1311,1.0,andrea
1312,2.0,andrea
1313,1.0,andréa
1314,1.0,andréa
1315,2.0,andréa
1316,2.0,andréa
1317,1.0,andrean
1318,1.0,andreas
1319,2.0,andreas
1320,1.0,andréas
1321,1.0,andrée
1322,2.0,andrée
1323,1.0,andrei
1324,1.0,andreï
1325,1.0,andrej
1326,1.0,andreja
1327,1.0,andreo
1328,1.0,andres
1329,1.0,andrés
1330,1.0,andrès
1331,1.0,andreus
1332,1.0,andrew
1333,1.0,andrews
1334,1.0,andrey
1335,2.0,andrey
1336,1.0,andria
1337,2.0,andria
1338,1.0,andrian
1339,1.0,andriano
1340,1.0,andric
1341,1.0,andrick
1342,1.0,andrien
1343,1.0,andrija
1344,1.0,andris
1345,1.0,andro
1346,1.0,androu
1347,1.0,andry
1348,1.0,andrzej
1349,1.0,andy
1350,2.0,andy
1351,1.0,anel
1352,2.0,anel
1353,1.0,anelka
1354,1.0,anelor
1355,1.0,anes
1356,1.0,anés
1357,1.0,anès
1358,1.0,aness
1359,1.0,anesse
1360,1.0,anfane
1361,1.0,ange
1362,2.0,ange
1363,1.0,ange-antoine
1364,1.0,ange-baptiste
1365,1.0,ange-emmanuel
1366,1.0,ange-françois
1367,1.0,ange-gabriel
1368,1.0,ange-louis
1369,1.0,ange-marie
1370,2.0,ange-marie
1371,1.0,ange-mathieu
1372,1.0,ange-michel
1373,1.0,ange-paul
1374,1.0,ange-pierre
1375,1.0,ange-toussaint
1376,1.0,angebert
1377,1.0,angel
1378,2.0,angel
1379,1.0,angelbert
1380,1.0,angèle
1381,2.0,angèle
1382,1.0,angeli
1383,2.0,angeli
1384,1.0,angelien
1385,1.0,angelin
1386,1.0,angelino
1387,1.0,angélino
1388,1.0,angelis
1389,1.0,angelito
1390,1.0,angello
1391,1.0,angelo
1392,1.0,angélo
1393,1.0,angelos
1394,1.0,angely
1395,2.0,angely
1396,1.0,anges
1397,2.0,anges
1398,1.0,anghjulu
1399,1.0,angi
1400,1.0,angie
1401,2.0,angie
1402,1.0,angueran
1403,1.0,anguerrand
1404,1.0,angus
1405,1.0,angy
1406,2.0,angy
1407,1.0,anh
1408,2.0,anh
1409,1.0,anh-tuan
1410,1.0,anibal
1411,1.0,anice
1412,2.0,anice
1413,1.0,anicet
1414,2.0,anicet
1415,1.0,aniceto
1416,1.0,anick
1417,2.0,anick
1418,1.0,aniel
1419,1.0,aniello
1420,1.0,anik
1421,2.0,anik
1422,1.0,anil
1423,1.0,anilson
1424,1.0,anir
1425,1.0,anis
1426,2.0,anis
1427,1.0,anise
1428,2.0,anise
1429,1.0,anish
1430,1.0,aniss
1431,1.0,anisse
1432,1.0,anjara
1433,2.0,anjara
1434,1.0,anjel
1435,1.0,anli
1436,1.0,annael
1437,2.0,annael
1438,1.0,annas
1439,1.0,anne
1440,1.0,anne
1441,2.0,anne
1442,2.0,anne
1443,1.0,annet
1444,1.0,annibal
1445,1.0,annick
1446,2.0,annick
1447,1.0,annis
1448,1.0,annonciat
1449,2.0,annonciat
1450,1.0,annoncy
1451,1.0,annunziato
1452,1.0,anoir
1453,1.0,anojan
1454,1.0,anoki
1455,1.0,anonyme
1456,2.0,anonyme
1457,1.0,anouar
1458,1.0,anouk
1459,2.0,anouk
1460,1.0,anousack
1461,1.0,anousith
1462,1.0,anousone
1463,2.0,anousone
1464,1.0,anri
1465,1.0,ansar
1466,1.0,ansbert
1467,1.0,ansel
1468,1.0,anselm
1469,1.0,anselme
1470,2.0,anselme
1471,1.0,anselmo
1472,1.0,ansley
1473,1.0,ansou
1474,1.0,ansoumana
1475,1.0,ansoumane
1476,1.0,antar
1477,1.0,ante
1478,1.0,anteo
1479,1.0,antero
1480,1.0,anthelme
1481,1.0,anthime
1482,1.0,anthoine
1483,1.0,anthon
1484,1.0,anthone
1485,1.0,anthoni
1486,1.0,anthonin
1487,1.0,anthonio
1488,1.0,anthonny
1489,1.0,anthony
1490,1.0,anthonyn
1491,1.0,anthonyo
1492,1.0,anthyme
1493,1.0,antide
1494,2.0,antide
1495,1.0,antime
1496,1.0,anto
1497,1.0,antoine
1498,1.0,antoine
1499,2.0,antoine
1500,2.0,antoine
1501,1.0,antoine-dominique
1502,1.0,antoine-françois
1503,1.0,antoine-jean
1504,1.0,antoine-joseph
1505,1.0,antoine-louis
1506,1.0,antoine-marie
1507,1.0,antolin
1508,1.0,anton
1509,1.0,antone
1510,1.0,antonello
1511,1.0,antoni
1512,1.0,antonia
1513,1.0,antonia
1514,2.0,antonia
1515,2.0,antonia
1516,1.0,antonie
1517,2.0,antonie
1518,1.0,antonin
1519,2.0,antonin
1520,1.0,antonino
1521,1.0,antonio
1522,1.0,antonio-josé
1523,1.0,antonio-manuel
1524,1.0,antonis
1525,1.0,antonius
1526,1.0,antonn
1527,1.0,antonny
1528,1.0,antony
1529,2.0,antony
1530,1.0,antonyn
1531,1.0,antonyo
1532,1.0,antranik
1533,1.0,antso
1534,1.0,antton
1535,1.0,antzo
1536,1.0,anuar
1537,1.0,anujan
1538,1.0,anusan
1539,1.0,anushan
1540,1.0,anwar
1541,1.0,anyl
1542,1.0,anyr
1543,1.0,anys
1544,1.0,anyss
1545,1.0,anziz
1546,1.0,anzo
1547,1.0,aodhan
1548,1.0,aodren
1549,1.0,aodrenn
1550,2.0,aodrenn
1551,1.0,aomar
1552,1.0,aoued
1553,1.0,aous
1554,1.0,apdullah
1555,1.0,apollin
1556,1.0,apollinaire
1557,2.0,apollinaire
1558,1.0,apollo
1559,1.0,apollon
1560,1.0,apollonie
1561,2.0,apollonie
1562,1.0,appolinaire
1563,2.0,appolinaire
1564,1.0,appollinaire
1565,1.0,appolon
1566,1.0,aqib
1567,1.0,aqil
1568,1.0,aquilino
1569,1.0,ara
1570,1.0,arab
1571,1.0,arafat
1572,1.0,aram
1573,2.0,aram
1574,1.0,aramis
1575,1.0,aran
1576,1.0,aras
1577,1.0,aravind
1578,1.0,araz
1579,1.0,arben
1580,1.0,arbi
1581,1.0,arbnor
1582,1.0,arcade
1583,2.0,arcade
1584,1.0,arcadius
1585,1.0,arcady
1586,1.0,arcangelo
1587,1.0,archad
1588,1.0,archange
1589,2.0,archange
1590,1.0,archibald
1591,1.0,archie
1592,1.0,archimede
1593,1.0,arda
1594,1.0,arden
1595,1.0,ardi
1596,1.0,ardian
1597,1.0,ardil
1598,1.0,ardit
1599,1.0,ardo
1600,1.0,aref
1601,1.0,areg
1602,1.0,arel
1603,1.0,aren
1604,1.0,ares
1605,1.0,arès
1606,1.0,areski
1607,1.0,arezki
1608,1.0,arfan
1609,1.0,argan
1610,1.0,argann
1611,1.0,arham
1612,1.0,ari
1613,1.0,aria
1614,2.0,aria
1615,1.0,arian
1616,1.0,arie
1617,1.0,arié
1618,1.0,arieh
1619,1.0,ariel
1620,2.0,ariel
1621,1.0,arif
1622,1.0,arik
1623,1.0,ariles
1624,1.0,arilès
1625,1.0,arille
1626,1.0,ario
1627,1.0,arion
1628,1.0,aris
1629,1.0,arish
1630,1.0,ariski
1631,1.0,ariste
1632,1.0,aristene
1633,1.0,aristhene
1634,1.0,aristide
1635,2.0,aristide
1636,1.0,aristote
1637,1.0,aritz
1638,1.0,arizki
1639,1.0,arjan
1640,1.0,arjun
1641,1.0,arjuna
1642,1.0,arkaitz
1643,1.0,arkan
1644,1.0,arkane
1645,1.0,arken
1646,1.0,arlan
1647,1.0,arlen
1648,1.0,arlind
1649,1.0,arlindo
1650,1.0,arlo
1651,1.0,arly
1652,1.0,armaan
1653,1.0,armael
1654,1.0,armagan
1655,1.0,arman
1656,1.0,armand
1657,1.0,armand
1658,2.0,armand
1659,2.0,armand
1660,1.0,armandino
1661,1.0,armando
1662,1.0,armani
1663,1.0,armant
1664,1.0,armel
1665,2.0,armel
1666,1.0,armen
1667,1.0,armenio
1668,1.0,armin
1669,1.0,armindo
1670,1.0,armine
1671,2.0,armine
1672,1.0,armon
1673,1.0,arnaldo
1674,1.0,arnau
1675,1.0,arnaud
1676,1.0,arnaud
1677,1.0,arnauld
1678,1.0,arnault
1679,1.0,arnaut
1680,1.0,arnav
1681,1.0,arne
1682,1.0,arnel
1683,1.0,arno
1684,1.0,arnold
1685,1.0,arnold
1686,1.0,arnould
1687,1.0,arnoult
1688,1.0,arnoux
1689,1.0,aro
1690,1.0,arold
1691,1.0,aron
1692,1.0,arona
1693,1.0,arone
1694,1.0,aronn
1695,1.0,aronne
1696,1.0,aroon
1697,1.0,aroun
1698,1.0,arouna
1699,1.0,arpad
1700,1.0,arris
1701,1.0,arron
1702,1.0,arry
1703,1.0,arsalan
1704,1.0,arsalane
1705,1.0,arsen
1706,1.0,arsene
1707,2.0,arsene
1708,1.0,arsène
1709,1.0,arsenio
1710,1.0,arshad
1711,1.0,arslan
1712,1.0,arslane
1713,1.0,art
1714,1.0,artem
1715,1.0,arteme
1716,1.0,arthaud
1717,1.0,artheme
1718,1.0,arthemon
1719,1.0,arthis
1720,1.0,arthur
1721,2.0,arthur
1722,1.0,arthur-louis
1723,1.0,arthuro
1724,1.0,arthus
1725,1.0,arti
1726,1.0,artin
1727,1.0,artiom
1728,1.0,arto
1729,1.0,artur
1730,1.0,arturo
1731,1.0,artus
1732,1.0,artyom
1733,1.0,arujan
1734,1.0,arun
1735,1.0,arush
1736,1.0,arushan
1737,1.0,arvin
1738,1.0,arvind
1739,1.0,arwan
1740,1.0,arwen
1741,2.0,arwen
1742,1.0,arwin
1743,1.0,ary
1744,1.0,arya
1745,2.0,arya
1746,1.0,aryan
1747,1.0,arye
1748,1.0,aryeh
1749,1.0,aryles
1750,1.0,arys
1751,1.0,arzel
1752,1.0,arzhel
1753,1.0,arzhur
1754,1.0,asaad
1755,1.0,asad
1756,1.0,asael
1757,1.0,asaël
1758,1.0,asaf
1759,1.0,asaph
1760,1.0,ascelin
1761,1.0,asdine
1762,1.0,asen
1763,1.0,aser
1764,1.0,asher
1765,1.0,ashkan
1766,1.0,ashley
1767,2.0,ashley
1768,1.0,ashok
1769,1.0,ashot
1770,1.0,ashraf
1771,1.0,ashton
1772,2.0,ashton
1773,1.0,ashvin
1774,1.0,ashwin
1775,1.0,asif
1776,1.0,asil
1777,2.0,asil
1778,1.0,asim
1779,1.0,askhab
1780,1.0,askin
1781,1.0,aslam
1782,1.0,aslan
1783,1.0,aslane
1784,1.0,aslem
1785,1.0,asmar
1786,1.0,asmir
1787,1.0,assaad
1788,1.0,assad
1789,1.0,assadillah
1790,1.0,assaf
1791,1.0,assalas
1792,1.0,assan
1793,1.0,assane
1794,1.0,assem
1795,1.0,assen
1796,1.0,asser
1797,1.0,assil
1798,2.0,assil
1799,1.0,assim
1800,1.0,assirem
1801,1.0,assyl
1802,2.0,assyl
1803,1.0,astier
1804,1.0,aston
1805,1.0,astor
1806,1.0,astrid
1807,2.0,astrid
1808,1.0,asvin
1809,1.0,aswad
1810,1.0,aswan
1811,1.0,aswin
1812,1.0,ata
1813,1.0,ataf
1814,1.0,atahan
1815,1.0,atakan
1816,1.0,atalay
1817,1.0,atef
1818,1.0,atem
1819,1.0,athanael
1820,1.0,athanaël
1821,1.0,athanas
1822,1.0,athanase
1823,2.0,athanase
1824,1.0,athavan
1825,1.0,athem
1826,1.0,athis
1827,1.0,athman
1828,1.0,athmane
1829,1.0,athos
1830,1.0,athys
1831,1.0,atif
1832,1.0,atik
1833,1.0,atila
1834,1.0,atilio
1835,1.0,atilla
1836,1.0,atim
1837,1.0,atlan
1838,1.0,atlas
1839,1.0,atman
1840,1.0,atmane
1841,1.0,attale
1842,2.0,attale
1843,1.0,attila
1844,1.0,attilio
1845,1.0,attilius
1846,1.0,attis
1847,1.0,atys
1848,1.0,auban
1849,1.0,aubert
1850,2.0,aubert
1851,1.0,aubierge
1852,2.0,aubierge
1853,1.0,aubin
1854,2.0,aubin
1855,1.0,aubrey
1856,1.0,aubry
1857,1.0,aude
1858,2.0,aude
1859,1.0,audebert
1860,1.0,audin
1861,1.0,audoin
1862,1.0,audouin
1863,1.0,audran
1864,1.0,audren
1865,2.0,audren
1866,1.0,audrey
1867,2.0,audrey
1868,1.0,audric
1869,1.0,audrick
1870,1.0,audrik
1871,1.0,audry
1872,2.0,audry
1873,1.0,audy
1874,1.0,auger
1875,1.0,august
1876,1.0,augusta
1877,2.0,augusta
1878,1.0,augustave
1879,1.0,auguste
1880,1.0,auguste
1881,1.0,auguste
1882,2.0,auguste
1883,2.0,auguste
1884,2.0,auguste
1885,1.0,augustin
1886,2.0,augustin
1887,1.0,augustine
1888,2.0,augustine
1889,1.0,augustino
1890,1.0,augusto
1891,1.0,aurel
1892,1.0,aurèl
1893,1.0,aurele
1894,2.0,aurele
1895,1.0,aurèle
1896,2.0,aurèle
1897,1.0,aurelian
1898,1.0,aurélian
1899,1.0,aureliano
1900,1.0,aurélie
1901,2.0,aurélie
1902,1.0,aurelien
1903,1.0,aurélien
1904,2.0,aurélien
1905,1.0,aurelio
1906,1.0,aurélio
1907,1.0,aurelius
1908,1.0,aures
1909,1.0,aurian
1910,1.0,auric
1911,1.0,auriel
1912,1.0,auron
1913,1.0,aury
1914,1.0,austin
1915,1.0,auxane
1916,2.0,auxane
1917,1.0,auxence
1918,2.0,auxence
1919,1.0,avedis
1920,1.0,avel
1921,1.0,avelino
1922,1.0,aventin
1923,1.0,avery
1924,2.0,avery
1925,1.0,avi
1926,1.0,avicenne
1927,1.0,avichai
1928,1.0,avidan
1929,1.0,aviel
1930,1.0,avigdor
1931,1.0,avinash
1932,1.0,avishai
1933,1.0,avishaï
1934,1.0,avit
1935,2.0,avit
1936,1.0,aviv
1937,1.0,avner
1938,1.0,avni
1939,1.0,avraham
1940,1.0,avram
1941,1.0,avril
1942,2.0,avril
1943,1.0,avy
1944,1.0,awab
1945,1.0,awad
1946,1.0,awais
1947,1.0,awan
1948,1.0,aweb
1949,1.0,awen
1950,2.0,awen
1951,1.0,awenn
1952,2.0,awenn
1953,1.0,awes
1954,1.0,aws
1955,1.0,axandre
1956,1.0,axcel
1957,1.0,axel
1958,2.0,axel
1959,1.0,axell
1960,2.0,axell
1961,1.0,axil
1962,1.0,axl
1963,1.0,ayaan
1964,2.0,ayaan
1965,1.0,ayache
1966,1.0,ayachi
1967,1.0,ayad
1968,1.0,ayadi
1969,1.0,ayam
1970,1.0,ayan
1971,2.0,ayan
1972,1.0,ayane
1973,2.0,ayane
1974,1.0,ayann
1975,1.0,ayaz
1976,1.0,aydan
1977,2.0,aydan
1978,1.0,aydane
1979,1.0,aydann
1980,1.0,aydem
1981,1.0,ayden
1982,2.0,ayden
1983,1.0,aydenn
1984,1.0,aydin
1985,1.0,aydine
1986,1.0,aydon
1987,1.0,ayed
1988,1.0,ayel
1989,1.0,ayemen
1990,1.0,ayham
1991,1.0,ayhan
1992,1.0,ayhem
1993,1.0,ayite
1994,1.0,aykan
1995,1.0,aykel
1996,1.0,aykut
1997,1.0,aylal
1998,1.0,aylan
1999,1.0,aylane
2000,1.0,aylann
2001,1.0,aylen
2002,2.0,aylen
2003,1.0,ayman
2004,1.0,aymane
2005,1.0,aymann
2006,1.0,aymar
2007,1.0,aymard
2008,1.0,ayme
2009,1.0,aymé
2010,1.0,aymen
2011,1.0,aymene
2012,1.0,aymène
2013,1.0,aymeri
2014,1.0,aymeric
2015,1.0,ayméric
2016,1.0,aymerick
2017,1.0,aymerik
2018,1.0,aymery
2019,1.0,aymon
2020,1.0,aymric
2021,1.0,aymrick
2022,1.0,ayoub
2023,1.0,ayouba
2024,1.0,ayoube
2025,1.0,ayron
2026,1.0,ayronn
2027,1.0,aysar
2028,1.0,ayssa
2029,2.0,ayssa
2030,1.0,ayssam
2031,1.0,ayssar
2032,1.0,ayssem
2033,1.0,aysser
2034,1.0,aytac
2035,1.0,aytan
2036,1.0,aytekin
2037,1.0,aythan
2038,1.0,aythem
2039,1.0,ayub
2040,1.0,ayush
2041,1.0,ayvan
2042,1.0,ayven
2043,1.0,aywen
2044,1.0,ayyoub
2045,1.0,ayyub
2046,1.0,ayyûb
2047,1.0,az-eddine
2048,1.0,azaan
2049,1.0,azad
2050,1.0,azadine
2051,1.0,azael
2052,1.0,azaël
2053,1.0,azam
2054,1.0,azan
2055,1.0,azar
2056,1.0,azaria
2057,2.0,azaria
2058,1.0,azat
2059,1.0,azddine
2060,1.0,azdin
2061,1.0,azdine
2062,1.0,azeddine
2063,1.0,azedin
2064,1.0,azedine
2065,1.0,azel
2066,2.0,azel
2067,1.0,azem
2068,1.0,azer
2069,1.0,azhar
2070,2.0,azhar
2071,1.0,azid
2072,1.0,azidine
2073,1.0,aziel
2074,1.0,azim
2075,1.0,azir
2076,1.0,azis
2077,1.0,aziz
2078,1.0,azize
2079,2.0,azize
2080,1.0,azmi
2081,1.0,azouaou
2082,1.0,azouz
2083,1.0,azriel
2084,1.0,azur
2085,2.0,azur
2086,1.0,azzam
2087,1.0,azzaro
2088,1.0,azzdine
2089,1.0,azzeddine
2090,1.0,azzedine
2091,1.0,azziz
2092,1.0,azzouz
2093,1.0,ba
2094,1.0,baba
2095,1.0,babacar
2096,1.0,babak
2097,1.0,babakar
2098,1.0,babou
2099,1.0,babylas
2100,2.0,babylas
2101,1.0,bacar
2102,1.0,bacari
2103,1.0,bacary
2104,1.0,bacem
2105,1.0,bachar
2106,1.0,bacher
2107,1.0,bachir
2108,1.0,bachirou
2109,1.0,badar
2110,1.0,badara
2111,1.0,bader
2112,1.0,bader-eddine
2113,1.0,baderdine
2114,1.0,badi
2115,1.0,badice
2116,1.0,badie
2117,1.0,badir
2118,1.0,badis
2119,1.0,badiss
2120,1.0,badisse
2121,1.0,badr
2122,1.0,badr-dine
2123,1.0,badr-eddine
2124,1.0,badra
2125,2.0,badra
2126,1.0,badradine
2127,1.0,badre
2128,1.0,badre-eddine
2129,1.0,badreddine
2130,1.0,badredine
2131,1.0,badri
2132,1.0,bady
2133,1.0,badys
2134,1.0,badyss
2135,1.0,bafode
2136,1.0,bafodé
2137,1.0,bagdad
2138,1.0,bagdadi
2139,1.0,baghdad
2140,1.0,baghdadi
2141,1.0,bah
2142,1.0,baha
2143,2.0,baha
2144,1.0,bahadir
2145,1.0,bahattin
2146,1.0,bahi
2147,1.0,bahoz
2148,1.0,bahri
2149,1.0,bahtiyar
2150,1.0,baidy
2151,1.0,baïdy
2152,1.0,baila
2153,1.0,bairam
2154,1.0,bajram
2155,1.0,bakar
2156,1.0,bakari
2157,1.0,bakary
2158,1.0,bakasso
2159,1.0,bakaye
2160,1.0,baker
2161,1.0,baki
2162,1.0,bakir
2163,1.0,bakou
2164,1.0,bakoutoubo
2165,1.0,bakr
2166,1.0,bala
2167,1.0,balal
2168,1.0,balamine
2169,1.0,baldomero
2170,1.0,balian
2171,1.0,baligh
2172,1.0,balla
2173,1.0,baltasar
2174,1.0,baltazar
2175,1.0,balthasar
2176,1.0,balthazar
2177,1.0,balthazard
2178,1.0,balthus
2179,1.0,bamba
2180,2.0,bamba
2181,1.0,bambo
2182,1.0,bamory
2183,1.0,bandiougou
2184,1.0,bandjougou
2185,1.0,banfa
2186,1.0,bangali
2187,1.0,bangaly
2188,1.0,banta
2189,1.0,bao
2190,2.0,bao
2191,1.0,baptist
2192,1.0,baptista
2193,1.0,baptiste
2194,1.0,baptistin
2195,1.0,baptyste
2196,1.0,bara
2197,1.0,baraa
2198,2.0,baraa
2199,1.0,barack
2200,1.0,barae
2201,1.0,baraka
2202,2.0,baraka
2203,1.0,baran
2204,1.0,barbe
2205,2.0,barbe
2206,1.0,barded
2207,1.0,barek
2208,1.0,bari
2209,1.0,baris
2210,1.0,barka
2211,2.0,barka
2212,1.0,barnabe
2213,2.0,barnabe
2214,1.0,barnabé
2215,1.0,barnaby
2216,1.0,barney
2217,1.0,baroudi
2218,1.0,barry
2219,1.0,bart
2220,1.0,barthelemi
2221,1.0,barthelemy
2222,2.0,barthelemy
2223,1.0,barthélemy
2224,1.0,barthélémy
2225,1.0,bartholome
2226,1.0,bartholomé
2227,1.0,bartimée
2228,1.0,bartlomiej
2229,1.0,bartolome
2230,1.0,bartolomé
2231,1.0,bartolomeo
2232,1.0,bartosz
2233,1.0,bary
2234,1.0,basekou
2235,1.0,basem
2236,1.0,bashir
2237,1.0,basil
2238,1.0,basile
2239,2.0,basile
2240,1.0,basilide
2241,2.0,basilide
2242,1.0,basilio
2243,1.0,basri
2244,1.0,bassam
2245,1.0,bassekou
2246,1.0,bassel
2247,1.0,bassem
2248,1.0,bassim
2249,1.0,bassirou
2250,1.0,bastiaan
2251,1.0,bastian
2252,1.0,bastiano
2253,1.0,bastianu
2254,1.0,bastien
2255,1.0,bastyan
2256,1.0,bastyen
2257,1.0,bathilde
2258,2.0,bathilde
2259,1.0,bathiste
2260,1.0,batin
2261,1.0,batist
2262,1.0,batista
2263,1.0,batiste
2264,1.0,batistin
2265,1.0,batoura
2266,1.0,battal
2267,1.0,battista
2268,1.0,battiste
2269,1.0,battistu
2270,1.0,batuhan
2271,1.0,batyste
2272,1.0,baudoin
2273,1.0,baudouin
2274,1.0,baudry
2275,1.0,bauduin
2276,1.0,bautista
2277,1.0,bawer
2278,1.0,bayan
2279,2.0,bayan
2280,1.0,bayane
2281,2.0,bayane
2282,1.0,bayard
2283,1.0,bayazid
2284,1.0,baydir
2285,1.0,baye
2286,2.0,baye
2287,1.0,bayrem
2288,1.0,bayron
2289,1.0,bayrone
2290,1.0,bayronn
2291,1.0,bazil
2292,1.0,bazile
2293,2.0,bazile
2294,1.0,bazoumana
2295,1.0,becaye
2296,1.0,bechir
2297,1.0,béchir
2298,1.0,bedir
2299,1.0,bedirhan
2300,1.0,bedis
2301,1.0,bedran
2302,1.0,bedros
2303,1.0,bekaye
2304,1.0,bekim
2305,1.0,bekir
2306,1.0,bektas
2307,1.0,bel
2308,1.0,bela
2309,2.0,bela
2310,1.0,belaid
2311,1.0,belaïd
2312,1.0,belal
2313,1.0,belarmino
2314,1.0,belel
2315,1.0,belgacem
2316,1.0,belhadj
2317,1.0,belhassen
2318,1.0,belisaire
2319,1.0,belkacem
2320,1.0,belkacen
2321,1.0,belkassem
2322,1.0,belkheir
2323,1.0,belkhir
2324,1.0,bellal
2325,1.0,belmehel
2326,1.0,belmin
2327,1.0,belmiro
2328,1.0,beloni
2329,1.0,bemba
2330,1.0,ben
2331,2.0,ben
2332,1.0,ben-ali
2333,1.0,ben-amar
2334,1.0,ben-yamine
2335,1.0,benaissa
2336,1.0,benaïssa
2337,1.0,benali
2338,1.0,benamar
2339,1.0,benaouda
2340,1.0,benat
2341,1.0,bendehiba
2342,1.0,bendhiba
2343,1.0,bendji
2344,1.0,bendjy
2345,1.0,benedetto
2346,1.0,benedict
2347,2.0,benedict
2348,1.0,bénédict
2349,1.0,bengy
2350,1.0,beni
2351,2.0,beni
2352,1.0,béni
2353,1.0,beniamin
2354,1.0,beniamino
2355,1.0,benicio
2356,1.0,benigne
2357,2.0,benigne
2358,1.0,benigno
2359,1.0,benilde
2360,2.0,benilde
2361,1.0,benito
2362,1.0,benjamin
2363,1.0,benjamin
2364,1.0,benjamin
2365,2.0,benjamin
2366,2.0,benjamin
2367,2.0,benjamin
2368,1.0,benjamyn
2369,1.0,benji
2370,1.0,benjy
2371,1.0,benny
2372,1.0,benoist
2373,1.0,benoit
2374,1.0,benoît
2375,2.0,benoît
2376,1.0,benoît-joseph
2377,1.0,benoît-marie
2378,1.0,benoît-pierre
2379,1.0,benoît-xavier
2380,1.0,benoni
2381,1.0,benonie
2382,1.0,benony
2383,1.0,benson
2384,1.0,bentley
2385,1.0,bento
2386,1.0,benvenuto
2387,1.0,beny
2388,1.0,benyahia
2389,1.0,benyamin
2390,1.0,benyamine
2391,1.0,benyebka
2392,1.0,benyoucef
2393,1.0,benyounes
2394,1.0,benziane
2395,1.0,bera
2396,1.0,berange
2397,1.0,beranger
2398,1.0,béranger
2399,1.0,berard
2400,1.0,berat
2401,1.0,bérat
2402,1.0,berdan
2403,1.0,beren
2404,2.0,beren
2405,1.0,berenger
2406,1.0,bérenger
2407,1.0,berhan
2408,1.0,berkan
2409,1.0,berkant
2410,1.0,berkay
2411,1.0,berke
2412,1.0,berken
2413,1.0,berkin
2414,1.0,bernabe
2415,1.0,bernadin
2416,2.0,bernadin
2417,1.0,bernado
2418,1.0,bernard
2419,1.0,bernard
2420,1.0,bernard
2421,2.0,bernard
2422,2.0,bernard
2423,2.0,bernard
2424,1.0,bernard-marie
2425,1.0,bernardin
2426,1.0,bernardino
2427,1.0,bernardo
2428,1.0,bernd
2429,1.0,bernhard
2430,1.0,bernie
2431,1.0,bernus
2432,1.0,berny
2433,1.0,berry
2434,1.0,bertan
2435,1.0,berte
2436,2.0,berte
2437,1.0,berthe
2438,2.0,berthe
2439,1.0,berthier
2440,1.0,berthin
2441,1.0,bertho
2442,1.0,berthold
2443,1.0,berthy
2444,1.0,bertie
2445,1.0,bertil
2446,1.0,bertille
2447,2.0,bertille
2448,1.0,bertin
2449,2.0,bertin
2450,1.0,berto
2451,1.0,berton
2452,1.0,bertram
2453,1.0,bertran
2454,1.0,bertrand
2455,1.0,bertrand
2456,2.0,bertrand
2457,2.0,bertrand
2458,1.0,berty
2459,2.0,berty
2460,1.0,beryl
2461,2.0,beryl
2462,1.0,béryl
2463,2.0,béryl
2464,1.0,berzan
2465,1.0,besim
2466,1.0,besnik
2467,1.0,bessam
2468,1.0,bessem
2469,1.0,betsalel
2470,1.0,bettan
2471,1.0,betti
2472,1.0,beyhan
2473,2.0,beyhan
2474,1.0,beyram
2475,1.0,beytullah
2476,1.0,bi
2477,1.0,biaggio
2478,1.0,biagio
2479,1.0,biagui
2480,1.0,bicente
2481,1.0,bien-aime
2482,1.0,bienaime
2483,1.0,bienvenido
2484,1.0,bienvenu
2485,1.0,bienvenue
2486,2.0,bienvenue
2487,1.0,bijan
2488,1.0,bilail
2489,1.0,bilal
2490,1.0,bilâl
2491,1.0,bilale
2492,1.0,bilali
2493,1.0,bilaly
2494,1.0,bileil
2495,1.0,bilel
2496,1.0,bilele
2497,1.0,bilhal
2498,1.0,bilhel
2499,1.0,bili
2500,1.0,bill
2501,1.0,billal
2502,1.0,billale
2503,1.0,billel
2504,1.0,billele
2505,1.0,billy
2506,2.0,billy
2507,1.0,bily
2508,1.0,binh
2509,1.0,binjamin
2510,1.0,binyamin
2511,1.0,binyamine
2512,1.0,birahim
2513,1.0,birahima
2514,1.0,biram
2515,1.0,birama
2516,1.0,birame
2517,1.0,birane
2518,1.0,birante
2519,1.0,birhat
2520,1.0,birkan
2521,1.0,birol
2522,1.0,bixente
2523,1.0,biyagui
2524,1.0,bjorn
2525,1.0,björn
2526,1.0,blaise
2527,2.0,blaise
2528,1.0,blake
2529,1.0,blanchard
2530,1.0,blanche
2531,2.0,blanche
2532,1.0,blas
2533,1.0,bleon
2534,1.0,blerim
2535,1.0,blessed
2536,1.0,blessing
2537,2.0,blessing
2538,1.0,blin
2539,1.0,bo
2540,1.0,boalem
2541,1.0,boaz
2542,1.0,bob
2543,1.0,boban
